Date,Close,Open,High,Low,Volumn,Percent Change
8/26/2021,"1,412.45","1,432.37","1,433.67","1,408.08",0.15M,-1.12%
8/25/2021,"1,428.51","1,420.74","1,430.58","1,411.07",0.15M,0.72%
8/24/2021,"1,418.26","1,415.71","1,423.46","1,406.94",0.20M,0.44%
8/23/2021,"1,412.00","1,443.67","1,446.73","1,412.00",0.25M,-2.65%
8/20/2021,"1,450.45","1,495.67","1,497.03","1,436.24",0.35M,-3.63%
8/19/2021,"1,505.01","1,489.74","1,505.01","1,479.60",0.21M,1.04%
8/18/2021,"1,489.54","1,493.12","1,500.17","1,484.26",0.19M,-0.31%
8/17/2021,"1,494.12","1,508.41","1,512.27","1,488.74",0.22M,-0.44%
8/16/2021,"1,500.77","1,490.70","1,504.03","1,487.52",0.26M,1.11%
8/13/2021,"1,484.25","1,477.72","1,484.67","1,463.48",0.21M,0.49%
8/12/2021,"1,477.06","1,487.10","1,493.69","1,477.06",0.18M,-0.73%
8/11/2021,"1,487.91","1,497.13","1,506.80","1,487.91",0.25M,-0.43%
8/10/2021,"1,494.41","1,506.50","1,508.92","1,490.00",0.19M,-0.23%
8/9/2021,"1,497.83","1,472.78","1,499.90","1,467.32",0.21M,1.42%
8/6/2021,"1,476.79","1,488.11","1,491.52","1,476.79",0.21M,-0.65%
8/5/2021,"1,486.46","1,469.13","1,488.79","1,465.10",0.19M,0.97%
8/4/2021,"1,472.20","1,476.82","1,480.28","1,465.66",0.22M,0.16%
8/3/2021,"1,469.87","1,449.97","1,469.87","1,449.33",0.23M,1.50%
8/2/2021,"1,448.21","1,443.60","1,457.89","1,438.35",0.20M,0.07%
7/30/2021,"1,447.23","1,430.48","1,451.45","1,428.85",0.22M,1.38%
7/29/2021,"1,427.55","1,419.55","1,427.55","1,413.59",0.17M,1.42%
7/28/2021,"1,407.50","1,406.25","1,415.39","1,402.60",0.12M,-0.17%
7/27/2021,"1,409.85","1,415.50","1,423.30","1,408.80",0.19M,0.42%
7/26/2021,"1,403.96","1,397.01","1,409.94","1,384.87",0.15M,0.17%
7/23/2021,"1,401.53","1,422.07","1,430.43","1,401.53",0.24M,-1.89%
7/22/2021,"1,428.48","1,404.49","1,432.43","1,400.20",0.16M,1.56%
7/21/2021,"1,406.54","1,415.71","1,422.80","1,402.42",0.15M,-0.32%
7/20/2021,"1,411.02","1,379.41","1,411.02","1,357.31",0.22M,2.68%
7/19/2021,"1,374.15","1,403.96","1,413.24","1,367.61",0.27M,-4.44%
7/16/2021,"1,438.05","1,439.96","1,446.36","1,433.16",0.15M,0.54%
7/15/2021,"1,430.29","1,410.30","1,441.57","1,402.36",0.19M,1.42%
7/14/2021,"1,410.30","1,440.87","1,446.13","1,395.16",0.22M,-2.12%
7/13/2021,"1,440.87","1,443.10","1,457.05","1,419.09",0.17M,-0.15%
7/12/2021,"1,443.10","1,494.43","1,495.92","1,406.14",0.41M,-3.43%
7/9/2021,"1,494.43","1,521.21","1,526.35","1,480.60",0.29M,-1.76%
7/8/2021,"1,521.21","1,538.77","1,538.77","1,509.90",0.22M,-1.14%
7/7/2021,"1,538.77","1,488.42","1,538.77","1,472.81",0.31M,3.38%
7/6/2021,"1,488.42","1,557.41","1,565.29","1,488.42",0.30M,-4.43%
7/5/2021,"1,557.41","1,554.59","1,560.44","1,533.18",0.31M,0.18%
7/2/2021,"1,554.59","1,546.54","1,558.45","1,546.54",0.24M,0.61%
7/1/2021,"1,545.14","1,529.09","1,545.14","1,525.24",0.25M,1.06%
6/30/2021,"1,529.00","1,529.97","1,540.90","1,528.10",0.19M,-0.06%
6/29/2021,"1,529.97","1,521.51","1,536.96","1,521.51",0.20M,0.56%
6/28/2021,"1,521.41","1,502.02","1,523.58","1,502.02",0.22M,1.41%
6/25/2021,"1,500.30","1,486.99","1,500.94","1,480.64",0.18M,0.90%
6/24/2021,"1,486.96","1,489.51","1,497.92","1,482.38",0.18M,-0.17%
6/23/2021,"1,489.53","1,489.27","1,502.79","1,485.13",0.20M,0.02%
6/22/2021,"1,489.24","1,481.13","1,498.12","1,481.13",0.21M,0.74%
6/21/2021,"1,478.29","1,481.15","1,486.12","1,473.11",0.21M,-0.20%
6/18/2021,"1,481.30","1,461.96","1,484.89","1,461.96",0.20M,1.33%
6/17/2021,"1,461.91","1,463.98","1,469.44","1,445.39",0.21M,-0.25%
6/16/2021,"1,465.58","1,486.76","1,487.68","1,462.99",0.24M,-1.44%
6/15/2021,"1,487.04","1,495.51","1,498.75","1,481.03",0.24M,-0.57%
6/14/2021,"1,495.51","1,488.88","1,504.32","1,483.82",0.25M,0.53%
6/11/2021,"1,487.61","1,451.43","1,489.95","1,448.46",0.26M,2.51%
6/10/2021,"1,451.18","1,457.17","1,464.40","1,443.74",0.25M,-0.45%
6/9/2021,"1,457.76","1,438.47","1,465.93","1,426.04",0.28M,1.31%
6/8/2021,"1,438.97","1,481.88","1,493.36","1,436.72",0.33M,-3.04%
6/7/2021,"1,484.10","1,508.08","1,508.65","1,472.10",0.31M,-1.61%
6/4/2021,"1,508.35","1,504.18","1,509.38","1,496.36",0.34M,0.26%
6/3/2021,"1,504.37","1,479.75","1,506.27","1,479.75",0.32M,1.73%
6/2/2021,"1,478.85","1,482.92","1,488.93","1,469.49",0.28M,-0.27%
6/1/2021,"1,482.92","1,473.28","1,496.55","1,473.28",0.26M,0.55%
5/31/2021,"1,474.78","1,459.04","1,475.09","1,449.66",0.29M,1.10%
5/28/2021,"1,458.78","1,437.74","1,460.68","1,433.55",0.30M,1.49%
5/27/2021,"1,437.38","1,455.48","1,457.46","1,433.76",0.26M,-1.22%
5/26/2021,"1,455.11","1,443.93","1,456.55","1,440.60",0.23M,0.77%
5/25/2021,"1,444.01","1,428.42","1,445.60","1,427.56",0.21M,0.95%
5/24/2021,"1,430.48","1,425.11","1,433.59","1,421.17",0.26M,0.38%
5/21/2021,"1,425.04","1,424.77","1,433.01","1,412.78",0.27M,0.01%
5/20/2021,"1,424.92","1,402.31","1,424.92","1,396.23",0.27M,1.66%
5/19/2021,"1,401.71","1,378.97","1,402.45","1,378.43",0.28M,1.68%
5/18/2021,"1,378.59","1,371.75","1,381.36","1,367.85",0.25M,0.53%
5/17/2021,"1,371.36","1,381.13","1,391.89","1,371.22",0.25M,-0.63%
5/14/2021,"1,380.02","1,370.14","1,386.09","1,370.14",0.25M,0.72%
5/13/2021,"1,370.18","1,379.19","1,385.72","1,370.18",0.27M,-0.72%
5/12/2021,"1,380.17","1,358.59","1,380.23","1,350.80",0.26M,1.54%
5/11/2021,"1,359.19","1,370.71","1,382.06","1,359.19",0.26M,-0.84%
5/10/2021,"1,370.66","1,339.75","1,371.51","1,335.39",0.30M,2.23%
5/7/2021,"1,340.73","1,344.09","1,347.80","1,329.51",0.29M,-0.29%
5/6/2021,"1,344.64","1,346.93","1,352.57","1,337.28",0.23M,-0.17%
5/5/2021,"1,346.89","1,328.47","1,360.76","1,328.47",0.27M,1.42%
5/4/2021,"1,328.03","1,312.08","1,329.18","1,285.90",0.27M,1.20%
4/29/2021,"1,312.28","1,294.79","1,312.62","1,294.79",0.24M,1.41%
4/28/2021,"1,294.06","1,283.81","1,296.48","1,280.54",0.21M,0.80%
4/27/2021,"1,283.81","1,274.32","1,283.95","1,264.57",0.17M,0.69%
4/26/2021,"1,275.04","1,301.39","1,305.73","1,269.78",0.22M,-2.02%
4/23/2021,"1,301.39","1,271.52","1,301.39","1,262.89",0.25M,2.35%
4/22/2021,"1,271.53","1,312.33","1,317.50","1,271.53",0.23M,-3.13%
4/20/2021,"1,312.68","1,308.03","1,331.56","1,303.68",0.24M,0.49%
4/19/2021,"1,306.22","1,277.11","1,306.22","1,271.52",0.21M,2.30%
4/16/2021,"1,276.87","1,283.18","1,291.37","1,262.52",0.25M,-0.57%
4/15/2021,"1,284.20","1,291.83","1,300.84","1,283.98",0.24M,-0.51%
4/14/2021,"1,290.77","1,277.31","1,290.77","1,263.89",0.21M,1.05%
4/13/2021,"1,277.35","1,278.31","1,298.78","1,276.74",0.26M,-0.07%
4/12/2021,"1,278.19","1,254.39","1,279.52","1,254.39",0.27M,1.99%
4/9/2021,"1,253.26","1,251.71","1,256.06","1,245.26",0.17M,0.12%
4/8/2021,"1,251.81","1,257.75","1,263.03","1,249.45",0.16M,-0.47%
4/7/2021,"1,257.77","1,255.36","1,257.77","1,248.15",0.21M,0.19%
4/6/2021,"1,255.36","1,248.43","1,260.35","1,245.16",0.22M,0.44%
4/5/2021,"1,249.90","1,240.24","1,256.12","1,240.24",0.22M,0.96%
4/2/2021,"1,238.03","1,226.84","1,243.67","1,226.84",0.20M,0.97%
4/1/2021,"1,226.16","1,196.62","1,227.56","1,196.39",0.22M,2.50%
3/31/2021,"1,196.24","1,190.86","1,203.18","1,189.47",0.17M,0.45%
3/30/2021,"1,190.86","1,180.21","1,192.90","1,175.90",0.22M,0.91%
3/29/2021,"1,180.07","1,167.30","1,182.06","1,167.30",0.15M,1.10%
3/26/2021,"1,167.19","1,164.38","1,170.75","1,143.08",0.17M,0.22%
3/25/2021,"1,164.64","1,165.80","1,175.86","1,159.25",0.17M,-0.08%
3/24/2021,"1,165.61","1,186.04","1,186.04","1,157.69",0.19M,-1.80%
3/23/2021,"1,186.98","1,198.49","1,198.49","1,182.22",0.16M,-0.96%
3/22/2021,"1,198.54","1,204.00","1,207.28","1,194.79",0.16M,-0.40%
3/19/2021,"1,203.36","1,211.08","1,211.08","1,201.17",0.17M,-0.68%
3/18/2021,"1,211.54","1,193.71","1,211.54","1,193.71",0.16M,1.52%
3/17/2021,"1,193.45","1,188.31","1,193.45","1,183.83",0.19M,0.47%
3/16/2021,"1,187.84","1,191.08","1,192.15","1,177.05",0.16M,-0.25%
3/15/2021,"1,190.86","1,187.84","1,194.29","1,184.32",0.15M,0.26%
3/12/2021,"1,187.81","1,188.74","1,193.97","1,184.64",0.15M,-0.08%
3/11/2021,"1,188.71","1,172.94","1,190.47","1,172.94",0.17M,1.40%
3/10/2021,"1,172.26","1,163.43","1,173.58","1,154.29",0.16M,0.80%
3/9/2021,"1,163.00","1,169.89","1,169.89","1,150.18",0.16M,-0.60%
3/8/2021,"1,170.00","1,175.19","1,186.29","1,164.78",0.16M,-0.33%
3/5/2021,"1,173.83","1,174.36","1,174.80","1,157.45",0.21M,-0.04%
3/4/2021,"1,174.29","1,195.62","1,200.42","1,164.63",0.18M,-1.78%
3/3/2021,"1,195.60","1,194.78","1,198.36","1,189.14",0.15M,0.07%
3/2/2021,"1,194.71","1,192.60","1,203.84","1,188.01",0.17M,0.24%
3/1/2021,"1,191.83","1,173.72","1,192.85","1,173.72",0.19M,1.55%
2/26/2021,"1,173.60","1,169.37","1,175.40","1,153.41",0.18M,0.32%
2/25/2021,"1,169.82","1,168.22","1,175.19","1,158.06",0.16M,0.23%
2/24/2021,"1,167.18","1,182.76","1,192.04","1,161.13",0.18M,-1.29%
2/23/2021,"1,182.47","1,180.38","1,191.74","1,174.18",0.20M,0.16%
2/22/2021,"1,180.55","1,180.48","1,190.48","1,172.71",0.18M,0.00%
2/19/2021,"1,180.59","1,186.70","1,188.61","1,168.18",0.17M,-0.62%
2/18/2021,"1,187.94","1,174.80","1,187.94","1,162.48",0.18M,1.11%
2/17/2021,"1,174.91","1,130.19","1,174.91","1,130.19",0.17M,4.02%
2/9/2021,"1,129.49","1,092.67","1,129.49","1,089.85",0.17M,3.38%
2/8/2021,"1,092.59","1,135.50","1,136.38","1,077.40",0.23M,-3.78%
2/5/2021,"1,135.50","1,117.92","1,135.50","1,117.92",0.14M,1.59%
2/4/2021,"1,117.74","1,117.52","1,126.64","1,103.11",0.16M,-0.02%
2/3/2021,"1,117.98","1,080.23","1,122.04","1,080.23",0.20M,3.55%
2/2/2021,"1,079.70","1,029.55","1,079.87","1,025.18",0.16M,4.84%
2/1/2021,"1,029.86","1,048.01","1,068.93","1,029.21",0.18M,-1.76%
1/29/2021,"1,048.31","1,009.96","1,070.05",978.85,0.24M,3.72%
1/28/2021,"1,010.75","1,080.83","1,080.83","1,008.53",0.28M,-6.73%
1/27/2021,"1,083.63","1,122.92","1,125.25","1,073.74",0.24M,-3.69%
1/26/2021,"1,125.09","1,153.94","1,155.32","1,107.54",0.24M,-2.53%
1/25/2021,"1,154.29","1,156.55","1,164.70","1,149.26",0.20M,-0.20%
1/22/2021,"1,156.58","1,151.30","1,164.45","1,147.88",0.21M,0.46%
1/21/2021,"1,151.30","1,116.21","1,152.90","1,114.26",0.20M,3.14%
1/20/2021,"1,116.21","1,108.92","1,121.97","1,073.13",0.26M,0.80%
1/19/2021,"1,107.32","1,173.27","1,173.61","1,098.47",0.32M,-5.63%
1/18/2021,"1,173.34","1,183.25","1,188.53","1,171.96",0.20M,-0.75%
1/15/2021,"1,182.20","1,169.27","1,185.46","1,169.27",0.21M,1.13%
1/14/2021,"1,168.99","1,165.22","1,169.97","1,156.58",0.23M,0.38%
1/13/2021,"1,164.57","1,169.16","1,178.44","1,161.87",0.19M,-0.38%
1/12/2021,"1,169.03","1,163.44","1,169.38","1,155.90",0.20M,0.48%
1/11/2021,"1,163.40","1,148.06","1,165.99","1,148.06",0.22M,1.35%
1/8/2021,"1,147.86","1,131.00","1,156.38","1,131.00",0.22M,1.53%
1/7/2021,"1,130.59","1,113.88","1,130.59","1,113.88",0.22M,1.51%
1/6/2021,"1,113.72","1,105.74","1,125.63","1,104.99",0.23M,0.85%
1/5/2021,"1,104.30","1,090.71","1,106.29","1,086.07",0.19M,1.14%
1/4/2021,"1,091.87","1,072.44","1,097.61","1,072.44",0.23M,1.97%
12/31/2020,"1,070.77","1,059.16","1,074.02","1,058.90",0.14M,1.10%
12/30/2020,"1,059.16","1,059.20","1,069.50","1,055.25",0.17M,0.07%
12/29/2020,"1,058.39","1,054.23","1,062.61","1,050.05",0.15M,0.39%
12/28/2020,"1,054.23","1,053.37","1,063.09","1,047.45",0.19M,0.20%
12/25/2020,"1,052.13","1,033.86","1,052.16","1,026.05",0.16M,1.76%
12/24/2020,"1,033.95","1,045.97","1,051.56","1,013.90",0.21M,-1.12%
12/23/2020,"1,045.70","1,053.89","1,058.91","1,043.88",0.20M,-0.62%
12/22/2020,"1,052.23","1,051.17","1,053.81","1,043.80",0.20M,0.24%
12/21/2020,"1,049.71","1,038.00","1,052.85","1,038.00",0.19M,1.26%
12/18/2020,"1,036.65","1,016.95","1,037.98","1,016.95",0.18M,1.94%
12/17/2020,"1,016.95","1,028.63","1,028.63","1,015.86",0.23M,-1.24%
12/16/2020,"1,029.72","1,013.66","1,029.72","1,013.66",0.18M,1.65%
12/15/2020,"1,013.02","1,024.40","1,025.34","1,009.80",0.17M,-1.10%
12/14/2020,"1,024.28","1,008.86","1,024.28","1,008.86",0.16M,1.55%
12/11/2020,"1,008.65",994.34,"1,008.65",994.29,0.13M,1.45%
12/10/2020,994.28,"1,004.42","1,008.60",994.28,0.17M,-0.97%
12/9/2020,"1,004.03",993.61,"1,004.61",993.61,0.18M,1.05%
12/8/2020,993.61,992.01,996.64,988.71,0.15M,0.16%
12/7/2020,992.01,984.25,992.59,984.07,0.15M,0.78%
12/4/2020,984.34,985.91,988.68,983.03,0.18M,-0.11%
12/3/2020,985.44,980.17,986.4,978.16,0.18M,0.56%
12/2/2020,979.95,976.27,981.28,973.58,0.19M,0.37%
12/1/2020,976.35,963.57,976.44,951.92,0.21M,1.08%
11/30/2020,965.89,971.39,975.46,965.89,0.17M,-0.54%
11/27/2020,971.11,964.32,971.11,963.69,0.14M,0.72%
11/26/2020,964.16,960.29,964.16,953.46,0.16M,0.37%
11/25/2020,960.63,959.68,963.81,957.09,0.18M,0.11%
11/24/2020,959.61,959.99,964.53,948.67,0.18M,-0.04%
11/23/2020,960.03,950.98,961.35,946.14,0.16M,0.96%
11/20/2020,950.89,944.85,950.89,942.28,0.13M,0.63%
11/19/2020,944.92,938.6,945.06,936.32,0.17M,0.77%
11/18/2020,937.67,935.24,939.62,931.18,0.15M,0.32%
11/17/2020,934.65,916.25,934.65,916.25,0.13M,2.04%
11/16/2020,915.97,931.4,939.1,915.23,0.17M,-1.64%
11/13/2020,931.2,923.04,931.2,923,0.12M,0.89%
11/12/2020,923,916.89,923,916.21,0.09M,0.69%
11/11/2020,916.68,916.98,919.95,910.39,0.11M,0.02%
11/10/2020,916.5,917.45,929.66,916.5,0.14M,-0.10%
11/9/2020,917.42,902.91,917.42,902.91,0.11M,1.61%
11/6/2020,902.91,903.68,907.67,899.51,0.08M,-0.08%
11/5/2020,903.64,905.55,913.2,903.64,0.10M,-0.20%
11/4/2020,905.48,902.38,910.59,900.74,0.11M,0.37%
11/3/2020,902.14,899.73,904.78,897.3,0.11M,0.32%
11/2/2020,899.27,892.68,900.03,889.83,0.08M,0.75%
10/30/2020,892.55,887.34,893.42,875.84,0.13M,0.66%
10/29/2020,886.68,887.99,894.19,879.74,0.15M,-0.25%
10/28/2020,888.88,913.31,916,888.88,0.18M,-2.90%
10/27/2020,915.46,919.56,926.52,914.72,0.19M,-0.45%
10/26/2020,919.56,929.5,942.72,919.56,0.17M,-1.15%
10/23/2020,930.3,918.84,930.59,918.84,0.16M,1.31%
10/22/2020,918.3,906.1,918.3,901.96,0.13M,1.35%
10/21/2020,906.1,909.49,918.14,905.08,0.15M,-0.37%
10/20/2020,909.49,903.57,909.49,899.42,0.18M,0.66%
10/19/2020,903.51,899.61,906.16,899.61,0.14M,0.21%
10/16/2020,901.59,899.58,906.17,892.7,0.16M,0.27%
10/15/2020,899.2,896.5,901.71,893.94,0.17M,0.79%
10/14/2020,892.15,878.94,892.25,878.94,0.18M,1.57%
10/13/2020,878.35,874.58,879.25,872.36,0.10M,0.39%
10/12/2020,874.9,874.72,882.84,871.58,0.13M,0.04%
10/9/2020,874.53,869.8,875.52,868.36,0.12M,0.54%
10/8/2020,869.82,870.88,873.13,864.55,0.14M,-0.12%
10/7/2020,870.85,870.98,876.31,867.06,0.16M,-0.06%
10/6/2020,871.37,867.74,872.39,866.12,0.15M,0.42%
10/5/2020,867.7,861.51,869.09,861.51,0.12M,0.72%
10/2/2020,861.51,867.58,870.8,850.61,0.16M,-0.70%
10/1/2020,867.58,859.27,868.3,859.27,0.11M,1.05%
9/30/2020,858.54,856.2,860.1,852.54,0.10M,0.27%
9/29/2020,856.2,863.59,871.99,856.2,0.14M,-0.82%
9/28/2020,863.31,854.84,863.98,854.84,0.13M,1.01%
9/25/2020,854.71,853.19,856.79,850.1,0.11M,0.18%
9/24/2020,853.21,858.14,858.89,852.29,0.09M,-0.59%
9/23/2020,858.3,852.88,860.34,852.88,0.11M,0.65%
9/22/2020,852.72,851.54,854.69,846.03,0.13M,0.14%
9/21/2020,851.54,841.28,852.65,841.28,0.11M,1.22%
9/18/2020,841.26,831.84,842.1,831.84,0.09M,1.13%
9/17/2020,831.84,834.6,837.76,829.08,0.10M,-0.32%
9/16/2020,834.5,833.31,834.52,831.33,0.05M,0.14%
9/15/2020,833.33,832.27,835.42,831.13,0.09M,0.13%
9/14/2020,832.24,825.69,833.09,825.69,0.07M,0.81%
9/11/2020,825.56,825.81,827.83,821.97,0.06M,-0.04%
9/10/2020,825.85,824.42,832.61,824.42,0.07M,0.17%
9/9/2020,824.42,827.5,828.38,816.51,0.08M,-0.38%
9/8/2020,827.57,824.62,829.22,819.02,0.08M,0.39%
9/7/2020,824.36,840.64,843.8,824.36,0.10M,-1.92%
9/4/2020,840.54,843.22,843.22,833.54,0.10M,-0.37%
9/3/2020,843.64,832.27,844.27,832.27,0.10M,1.40%
9/1/2020,832.03,823.93,832.87,821.74,0.08M,0.98%
8/31/2020,823.93,822.01,831.76,820.66,0.08M,0.24%
8/28/2020,821.93,814.55,828.88,814.55,0.10M,0.91%
8/27/2020,814.55,812.47,814.64,810.68,0.07M,0.27%
8/26/2020,812.36,815.19,816.68,811.45,0.09M,-0.35%
8/25/2020,815.18,809.34,818.94,809.34,0.11M,0.68%
8/24/2020,809.69,793.46,810.17,793.46,0.10M,2.03%
8/21/2020,793.6,786.14,795.05,786.14,0.08M,0.95%
8/20/2020,786.11,789.41,793.35,783.57,0.07M,-0.42%
8/19/2020,789.41,787.23,791.85,786.01,0.05M,0.31%
8/18/2020,786.95,791.6,792.13,784.93,0.04M,-0.58%
8/17/2020,791.54,791.89,793.61,782.52,0.06M,-0.06%
8/14/2020,791.98,795.13,801.61,789.12,0.09M,-0.39%
8/13/2020,795.09,789.26,795.69,789.26,0.06M,0.85%
8/12/2020,788.42,784.58,790.01,784.23,0.07M,0.49%
8/11/2020,784.57,784.74,788.92,781.04,0.06M,0.03%
8/10/2020,784.3,782.5,791.67,782.5,0.08M,0.27%
8/7/2020,782.15,781.61,785.99,778.45,0.07M,0.07%
8/6/2020,781.6,780.69,787.27,776.04,0.06M,0.11%
8/5/2020,780.71,768.22,782.09,761.26,0.08M,1.63%
8/4/2020,768.22,759.19,768.46,759.19,0.06M,1.37%
8/3/2020,757.86,740.33,758.3,738.64,0.08M,2.31%
7/31/2020,740.73,745.33,747.56,731.14,0.06M,-0.71%
7/30/2020,746.02,735.3,746.74,735.3,0.05M,1.48%
7/29/2020,735.16,755.14,755.14,722.85,0.10M,-2.78%
7/28/2020,756.17,730.55,757.5,730.55,0.11M,3.59%
7/27/2020,729.93,767.3,767.3,726.02,0.13M,-5.48%
7/24/2020,772.29,798.89,798.89,760.56,0.14M,-3.50%
7/23/2020,800.29,797.85,800.29,794.59,0.07M,0.31%
7/22/2020,797.85,804.26,806.93,797.82,0.07M,-0.85%
7/21/2020,804.7,803.55,806.34,799.98,0.06M,0.17%
7/20/2020,803.36,814,814,803.36,0.07M,-1.33%
7/17/2020,814.16,819.27,819.27,812.61,0.07M,-0.69%
7/16/2020,819.83,810.16,819.83,809.41,0.06M,1.19%
7/15/2020,810.16,805.38,815.09,805.38,0.05M,0.59%
7/14/2020,805.37,805.21,805.92,798.21,0.06M,-0.10%
7/13/2020,806.17,809.03,814.35,802.5,0.07M,-0.35%
7/10/2020,809.02,816.76,817.67,806.67,0.07M,-0.99%
7/9/2020,817.08,805.12,819.45,805.12,0.08M,1.49%
7/8/2020,805.06,805.67,807.09,801.57,0.05M,-0.08%
7/7/2020,805.68,803.61,812.48,803.61,0.09M,0.28%
7/6/2020,803.46,790.08,803.76,790.08,0.07M,1.72%
7/3/2020,789.87,785.81,790.3,785.81,0.04M,0.54%
7/2/2020,785.59,786.82,788.88,781.45,0.05M,-0.16%
7/1/2020,786.82,770.23,787.38,770.02,0.06M,2.11%
6/30/2020,770.53,774.84,784.44,765.62,0.07M,-0.55%
6/29/2020,774.81,795.11,795.11,768.99,0.10M,-2.60%
6/26/2020,795.53,796.7,803.88,793.08,0.05M,-0.12%
6/25/2020,796.51,801.29,801.29,791.38,0.07M,-0.64%
6/24/2020,801.62,807.9,813.47,799.35,0.07M,-0.74%
6/23/2020,807.61,809.53,812.24,803.96,0.10M,-0.29%
6/22/2020,809.97,808.58,812.99,805.24,0.07M,0.21%
6/19/2020,808.28,797.21,808.28,797.03,0.08M,1.41%
6/18/2020,797.08,795.84,800.03,788.72,0.06M,0.08%
6/17/2020,796.43,798.82,802.06,793.2,0.08M,-0.30%
6/16/2020,798.82,779.8,801.42,779.8,0.08M,2.58%
6/15/2020,778.71,808.58,813.59,778.71,0.14M,-3.60%
6/12/2020,807.76,803.11,807.76,782.7,0.18M,0.11%
6/11/2020,806.87,839.11,842.76,806.64,0.19M,-3.84%
6/10/2020,839.11,836.8,842.21,827.6,0.16M,0.25%
6/9/2020,837.02,839.19,843.58,836.13,0.15M,-0.18%
6/8/2020,838.52,826.79,845.63,826.79,0.16M,1.46%
6/5/2020,826.47,823.46,826.47,818.33,0.15M,0.33%
6/4/2020,823.77,824.3,831.49,823.51,0.14M,-0.06%
6/3/2020,824.29,819.02,824.54,818.33,0.09M,0.68%
6/2/2020,818.7,821.89,827.11,818.12,0.15M,-0.34%
6/1/2020,821.47,806.44,821.47,806.44,0.18M,1.89%
5/29/2020,806.23,804,808.83,801.46,0.08M,0.27%
5/28/2020,804.06,801.38,810.43,800.16,0.09M,0.34%
5/27/2020,801.36,816.04,821.36,801.36,0.12M,-1.67%
5/26/2020,815.01,807.55,815.96,807.55,0.10M,0.96%
5/25/2020,807.25,803.35,809.12,799.23,0.08M,0.51%
5/22/2020,803.14,815.51,815.51,802.82,0.10M,-1.52%
5/21/2020,815.55,803.57,815.55,802.49,0.13M,1.52%
5/20/2020,803.32,799.28,803.35,793.75,0.10M,0.50%
5/19/2020,799.31,787.53,808.17,787.53,0.12M,1.53%
5/18/2020,787.27,773.95,787.27,770.61,0.08M,1.72%
5/15/2020,773.95,780.73,785.26,771.25,0.08M,-0.87%
5/14/2020,780.73,783.69,785.1,773.62,0.09M,-0.38%
5/13/2020,783.69,781.85,788.06,760.2,0.12M,0.16%
5/12/2020,782.45,777.35,783.77,766.7,0.10M,0.68%
5/11/2020,777.13,760.86,777.13,760.66,0.11M,2.23%
5/8/2020,760.15,740.14,773.22,740.14,0.15M,2.73%
5/7/2020,739.98,726.17,739.98,726.17,0.08M,1.93%
5/6/2020,725.94,711.34,725.94,709.77,0.08M,2.10%
5/5/2020,711.01,710.22,714.59,707.49,0.05M,0.23%
5/4/2020,709.35,714.9,716.05,706.47,0.07M,-0.84%
4/29/2020,715.33,715.74,719.18,713.62,0.07M,-0.06%
4/28/2020,715.74,719.45,721.73,711.84,0.06M,-0.54%
4/27/2020,719.66,724.76,735.28,719.66,0.08M,-0.74%
4/24/2020,725.05,717.49,725.52,711.14,0.06M,1.05%
4/23/2020,717.49,715.62,729.99,715.62,0.06M,0.43%
4/22/2020,714.42,706.54,718.62,692.03,0.09M,1.10%
4/21/2020,706.65,734.14,734.14,702.61,0.13M,-4.03%
4/20/2020,736.31,736.1,742.27,729.52,0.10M,0.18%
4/17/2020,734.98,727.51,736.17,727.51,0.10M,1.16%
4/16/2020,726.57,721.73,726.71,714.52,0.07M,0.52%
4/15/2020,722.8,714.39,726.2,714.39,0.09M,1.26%
4/14/2020,713.81,706.37,713.81,699.03,0.09M,1.05%
4/13/2020,706.37,695.84,714.58,695.84,0.08M,1.53%
4/10/2020,695.74,697.9,701.77,687.18,0.15M,-0.30%
4/9/2020,697.85,691.17,704.18,691.17,0.11M,0.97%
4/8/2020,691.17,693.66,693.66,675.26,0.08M,-0.35%
4/7/2020,693.61,682.65,695.45,677.03,0.12M,1.61%
4/6/2020,682.65,649.15,682.65,649.15,0.13M,5.16%
4/3/2020,649.15,630.37,649.15,630.37,0.08M,3.24%
4/1/2020,628.79,609.35,631.6,606.03,0.07M,2.95%
3/31/2020,610.76,613.33,629.08,598.6,0.08M,-0.37%
3/30/2020,613.02,641.92,641.92,605,0.08M,-4.55%
3/27/2020,642.23,646.61,649.17,633.41,0.10M,-0.69%
3/26/2020,646.7,651.94,655.06,639.02,0.07M,-0.86%
3/25/2020,652.31,625.83,652.31,625.83,0.09M,4.30%
3/24/2020,625.43,632.63,633.97,619.07,0.09M,-1.17%
3/23/2020,632.86,671.05,671.05,628.46,0.08M,-6.06%
3/20/2020,673.7,679.78,683.55,668.9,0.08M,-0.86%
3/19/2020,679.55,699.35,699.35,669.04,0.07M,-3.01%
3/18/2020,700.65,699.73,705.3,695.42,0.08M,0.13%
3/17/2020,699.73,698,702.36,673.21,0.08M,0.22%
3/16/2020,698.18,716.65,716.65,688.8,0.07M,-2.58%
3/13/2020,716.65,715.34,722.3,674.36,0.11M,-0.36%
3/12/2020,719.21,757.9,757.9,710.33,0.11M,-5.14%
3/11/2020,758.16,789.75,795.98,746.83,0.10M,-3.97%
3/10/2020,789.51,782.85,794.88,762.34,0.09M,0.85%
3/9/2020,782.85,835.65,835.65,781.12,0.11M,-6.35%
